ad_id,district,khoroo,mylocation,office_name,price,area,price_m2,progress_cons,title,ad_text,clean_coords,url,date,time
9338654,Баянгол,,Баруун 4 зам,Grand office,1355.2,242,5.6,Ашиглалтад орсон,Гранд плазад тохижилттой оффис 242м2,"📍Гранд плазад тохижилттой оффис худалдана.
- 242,1м2 талбайтай
- 12/9 давхарт
- Урагшаа, зүүн, баруун харсан цонхтой
- Тавилга, тохижилтыг дагалдуулж өгнө
- м2- 5,6сая₮",47.916677 106.897889,https://www.unegui.mn/adv/9338654_grand-plazad-tokhizhilttoi-offis-khudaldana/?p=4,6/16/2025,12:27
9408967,Сүхбаатар,,Дөлгөөн нуур,Pro One serviced office center,250,50,5,Ашиглалтад орсон,Дөлгөөн нуур pro one office- д 1 өрөө оффисын талбай 49.5м2,"Дөлгөөн нуурт Pro one office-д
49.5м2 1 өрөө оффис худалдана
📍 11 давхарт/ дотроо нойлтой
📍 Баруун харсан цонхтой
Үнэ: 5 сая",47.929336 106.913516,https://www.unegui.mn/adv/9408967_dolgoon-nuur-pro-one-office-d-1-oroo-offisyn-talbai-khudaldana/?p=4,6/16/2025,12:03
9276129,Баянгол,2,Модны 2,Grand office,1360,242,5.62,Ашиглалтад орсон,Grand plaza 242.1м2 оффис,"📍Гранд плазад тохижилттой оффис худалдана.
- 242,1м2 талбайтай
- 12/9 давхарт
- Урагшаа, зүүн, баруун харсан цонхтой
- Тавилга, тохижилтыг дагалдуулж өгнө
- м2- 5,6сая₮",47.915765 106.885441,https://www.unegui.mn/adv/9276129_grand-plaza-242-1m2-offis-khudaldana/?p=4,6/16/2025,11:57
9357501,Хан-Уул,,120 мянгат,Regis place,1734.6,177,9.8,Ашиглалтад орсон,Regis place-д оффисын талбай 177м2,"📍120-н мянгат REGIS PLACE-д оффисын талбай зарна.
177,35м2 | 17 давхарт",47.901399 106.910038,https://www.unegui.mn/adv/9357501_regis-place-d-offisyn-talbai-zarna/?p=4,6/16/2025,11:53
9443586,Хан-Уул,,120 мянгат,N tower,2070,230,9,Ашиглалтад орсон,Тitan tower-т 230 м2 оффис талбай,"📍ХУД-ын 120 мянгат, Удирдлагын академийн баруун талд ТITAN TOWER-т оффис, үйлчилгээний талбай зарна.
230м2 |12 давхарт | Хувааж болно",47.901399 106.910038,https://www.unegui.mn/adv/9443586_titan-tower-t-230m2-offis-uilchilgeenii-talbai-khudaldana/?p=4,6/16/2025,11:44
8998056,Хан-Уул,15,Зайсан хойно,,1500,182,8.24,Ашиглалтад ороогүй,"Худ, 15-р хороо, global mall-д 182,86м.кв оффис талбай","182,86м.кв оффис, үйлчилгээний талбай худалдана.
-6 давхарт, зүүн урд буланд байрлалтай
-Global Town хотхоны 1-6 давхар нь худалдаа үйлчилгээ, оффис талбайн зориулалттай
-Ашиглалтанд тун удахгүй орохоор байна
Төлбөрийн нөхцөл: Банкаар болон бэлнээр",47.900294 106.917729,https://www.unegui.mn/adv/8998056_khud-15-r-khoroo-global-mall-d-182-86m-kv-offis-talbai-khudaldana/?p=4,6/16/2025,11:40
8685730,Сүхбаатар,,Дөлгөөн нуур,,162,36,4.5,Ашиглалтад орсон,Сбд дөлгөөн нуурт оффис 36.4мк талбай,"СБД 9-р хороо Дөлгөөн_нуурын ХОЙМОР оффисын замын зүүн талд байрлалтай оффис_талбай худалдана.
✅️ 36.4м² | 8 /3 давхарт | 2024 он
✅️ Баруун болон хойшоо харсан харууцтай
Үнэ: 1м² нь 4.5 сая₮
Нийт үнэ: 163.8 сая₮",47.929336 106.913516,https://www.unegui.mn/adv/8685730_kh-apartment-2-oroo/?p=4,6/16/2025,11:05
9044090,Сүхбаатар,,Дөлгөөн нуур,,304,80,3.8,Ашиглалтад орсон,Дөлгөөн нуур 2р эгнээнд оффис,"Дөлгөөн нуур Компьютер моллын зүүн талд бие даасан обьектод оффис, үйлчилгээний талбай худалдана.
√3/2 давхарт
√ 80мк
√бүх төрлийн үйл ажиллагаа явуулах боломжтой
√бартерт 2өрөө байр сонирхоно
√үнэ ярилцана.
Мк үнэ 3.800",47.929336 106.913516,https://www.unegui.mn/adv/9044090_dolgoon-nuur-2r-egneend-offis/?p=4,6/16/2025,10:52
9451105,Сүхбаатар,8,11-р хороолол,River Castle Business Apartment,1170,189,6.19,Ашиглалтад орсон,Сбд 8-р хороо river castle 189мкв оффис талбай,"✅River castle 189мкв оффис талбай худалдана.
-Мкв 6,200,000
-5давхарт байрлалтай,цоо шинэ талбай
-Төлбөр:Бүх төрлийн бартер сонсоно.
-Бүх төрлийн чиглэлээр ажиллах боломжтой.
-Тансаг зэрэглэлийн үйлчилгээ нэг дор төвлөрсөн байршилтай.
💰Нийт үнэ : 1,171,800,000",47.921494 106.92484,https://www.unegui.mn/adv/9451105_sbd-8-r-khoroo-river-castle-189mkv-offis-talbai/?p=4,6/16/2025,10:51
9328621,Баянзүрх,26,Цэцэрлэгт хүрээлэн,,315,75,4.2,Ашиглалтад орсон,Цэцэрлэгт хүрээлэнгийн хойно parkview,"Park view хотхонд оффисоор ашиглахад тохиромжтой 75,53мкв орон сууц худалдана.
▪️-1 давхарт буюу лифтээр доошоо бууж ордог.
▪️Өндөр таазтай, цэлгэр том цонхтой.
▪️2 өрөөг 3 өрөө болгон ашиглаж байсан.
▪️Гэрчилгээ бэлэн.
▪️Бартер сонсоно.
〽️315сая₮",47.903294 106.948778,https://www.unegui.mn/adv/9328621_tsetserlegt-khureelengiin-khoino-parkview/?p=4,6/16/2025,10:50
9195335,Сүхбаатар,,Талбай,Express tower,1500,230,6.52,Ашиглалтад орсон,Хотын төв төв шуудангийн баруун талд экспресс товерт оффис 230мк талбай,"Хотын төв Төв шуудангийн баруун талд Экспресс товер-т 230мкв оффис талбай худалдана.
Нийт үнэ: 1 тэрбум 500 сая
-15/5 давхарт, урагш, баруун, хойш харсан цонхтой
-Заал, 4 өрөө, 2 жижиг өрөө
-Өрөө хоорондын хана нураах боломжтой
-Засвар хийх шаардлагатай
-Давхартаа нийтийн ариун цэврийн өрөөтэй /давхартаа 2 оффис байдаг
-Баруун талдаа төлбөртэй зогсоолтой",47.9188290307491 106.917622814522,https://www.unegui.mn/adv/9195335_khotyn-tov-tov-shuudangiin-baruun-tald-ekspress-tover-t-230mkv-offis-talbai/?p=4,6/16/2025,10:32
9398618,Баянзүрх,,Олимп хотхон,Paradise plaza,743.4,126,5.9,Ашиглалтад орсон,"Бзд 26-р хороо paradise plaza-д 126мкв оффис, үйлчилгээний талбай","БЗД 26-р хороо Paradise plaza-д 126мкв оффис, үйлчилгээний талбай худалдана.
Мкв нь 5,900,000₮
Нийт: 743,400,000₮
Төлбөрийн нөхцөл: Бэлэн , банкны зээл
✔️8 давхарт , засалтай, хойшоо харсан",47.904256 106.93068,https://www.unegui.mn/adv/9398618_bzd-26-r-khoroo-paradise-plaza-d-126mkv-offis-uilchilgeenii-talbai/?p=4,6/16/2025,10:32
9146427,Хан-Уул,,120 мянгат,Сeo office,747.6,125,5.98,Ашиглалтад орсон,"ХУД, 15-р хороо Сeo office-т 124.6 мкв оффисын талбай","CEO office худалдана
-124.6m2
-4давхарт
-Баруун харсан цонхтой
-Гал тогооны өрөө
-Хурлын өрөө
-Захирлын өрөө
-Мкв-6 сая
Нийт- 747.6 Сая",47.901399 106.910038,https://www.unegui.mn/adv/9146427_khud-15-r-khoroo-ceo-office-124-6-mkv/?p=4,6/16/2025,10:32
8824576,Хан-Уул,,Зайсан,,1750,220,7.95,Ашиглалтад орсон,Оффисоор ашиглах 220м² town house зайсан green house хотхон,"🌇Зайсангийн гүүрний баруун талд нам гүм орчинд оффис тохижилттой 220м² town house худалдана
✅Байршил: ХУД, 15-р хороо, Зайсангийн гүүрний баруун талд ""Green house"" хотхонд
Нийт үнэ: 1,750,000,000₮
✅ 220 м.кв 9 өрөө Таун хаус
✅Террас 40мкв
✅Гаднаа 15 машины зогсоолтой
Төлбөрийн нөхцөл:
✅Бэлэн төлөлт болон банкаар худалдах боломжтой
Нэмэлт мэдээлэл:
2014 онд ашиглалтанд орсон
✅Төмөр Бетон карказ хийцлэлтэй
✅Ханын дүүргэлт тоосго, хөнгөн цагаан блок, хөөсөнцөр
✅Төвийн халаалттай
✅Төвийн цэвэр бохир шугамд холбогдсон
✅ Сан техникийн шийдэл нь Италийн Юниделта болон ОХУ Сокол-М брэнд
✅ Цахилгааны шийдэл БНСУ Сан-Жин кабель
✅ Хойшоо багахан өргөтгөл хийх боломжтой",47.884314 106.915418,https://www.unegui.mn/adv/8824576_offisoor-ashiglakh-220m2-town-house-zaisan-green-house-khotkhond/?p=4,6/16/2025,10:22
8908649,Баянзүрх,,13-р хороолол,,1560,208,7.5,Ашиглалтад орсон,"Бзд, 13-р хороолол 2 эмнэлгийн хажууд 208м² 1 давхрын талбай","БЗД, 13-р хороолол, Улсын 2-р төв эмнэлгийн хажууд оффис, үйлчилгээний талбай үнэ тохирч худалдана.
Нийт үнэ: 1,561,800,000₮ (1мкв=7,5 саяас үнэ тохирно)
------------------------------
📍БЗД, 3-р хороо, 12-р хороолол, Улсын 2-р төв эмнэлгийн зүүн талд, хуучнаар Их Британий элчин сайдын яамны ард ""VIP"" оффисын 1 давхарт
✅208.24мкв | 1-р давхарт (нийт 6 давхар)
✅Оффис, эмнэлэг, гоо сайхан болон бусад бүх чиглэлээр ашиглах боломжтой
✅Орон сууц болон авто машин бартер сонсоно
Утсаар холбогдон цаг тохирч үзээрэй",47.913249 106.938278,https://www.unegui.mn/adv/8908649_bzd-13-r-khoroolol-2-emnelgiin-khazhuud-208m2-1-davkhryn-talbai/?p=4,6/16/2025,10:22
9391656,Баянзүрх,26,Цэцэрлэгт хүрээлэн,Paradise plaza,285,32,8.91,Ашиглалтад орсон,Бзд 26-р хороо зам дагуу paradise plaza-д 32.14мк талбай,"📍БЗД 26-хороо зам дагуу Paradise plaza -д жижиг талбай худалдана .
▫️32.14 мкв | 4 давхарт
▫️хамгийн их хүн амын нягтаршилтай газар
▫️үйл ажиллагаа жигдэрсэн
▫️үйлчилгээ жигдэрсэн
▫️одоо бэлэн хувцасаар ажиллаж байгаа",47.903294 106.948778,https://www.unegui.mn/adv/9391656_bzd-26-khoroo-zam-daguu-paradise-plaza-d-zhizhig-talbai-khudaldana/?p=4,6/16/2025,10:18
9306640,Баянзүрх,,Халдварт,,110,22,5,Ашиглалтад орсон,Шөнийн зах д оффис байр,нарантуул захын баруун талд шөнийн зах д 22м2 байр зарна,47.91031 106.958545,https://www.unegui.mn/adv/9306640_shoniin-zakh-d-offis-bair-zarna/?p=4,6/16/2025,10:15
9140760,Баянзүрх,,Цэцэрлэгт хүрээлэн,,1380,230,6,Ашиглалтад орсон,Үцх- д орон сууц оффисоор ашиглах байр,"үцх- д зам дагуу, 4 тал руу харсан цонхтой",47.9022915552129 106.939075813941,https://www.unegui.mn/adv/9140760_utskh-d-oron-suuts-offisoor-ashiglakh-bair-khudaldana/?p=4,6/16/2025,10:02
9450821,Чингэлтэй,3,Их дэлгүүр,Pearl tower,592,74,8,Ашиглалтад орсон,Хотын төвд 74 мкв оффис талбай,"Урт цагааны чанх урд Pearl Tower оффис төвд 74,2 мкв оффис талбайг худалдана.
✅Дотроо 2 өрөөтэй
✅Гал тогооны хэсэгтэй
✅Ариун цэврийн өрөөтэй",47.918074 106.903896,https://www.unegui.mn/adv/9450821_khotyn-tovd-74-mkv-offis-talbai/?p=4,6/16/2025,9:50
9155429,Хан-Уул,,Яармаг,Bizacci center,589.5,131,4.5,Ашиглалтад орсон,Bizacci center-т 131.76м2 оффис,"Bizacci center-т 131.76м2 оффис худалдана.
- 2давхарт
- Урагшаа харсан цонхнуудтай
- Үнэ: м2-4.5сая /593сая/",47.872371 106.814446,https://www.unegui.mn/adv/9155429_bizacci-center-t-131-76m2-offis-khudaldana/?p=4,6/16/2025,9:50
9330571,Сүхбаатар,1,Талбай,IC tower,3500,390,8.97,Ашиглалтад орсон,Ic tower-т оффис 390.66мк талбай,"Улаанбаатар, Сүхбаатар дүүрэг, 1-р хороо, парисын гудамж буюу буянгийн зам дагуу Ай Си Тауэр /үйлчилгээ, оффисын зориулалттай/-т 390 м.кв саарал талбай худалдана.
-15/4 давхарт
-Гадна террастай
-Ресторан, эмнэлэг, гоо сайхан бүхий л төрлийн үйлчилгээ эрхлэх боломжтой
-Үл хөдлөх хөрөнгийн цогц менежменттэй
-2023 оны 1 сард ашиглалтад орсон
-Нийт 4 давхар бүхий 106 автомашины дулаан авто зогсоолтой.
-Ногоон барилгын EDGE advanced гэрчилгээтэй
-Банкны 5 жилийн хугацаатай ногоон зээлээр авах боломжтой.
-Барилгын хэмжээнд олон улсын давхар даатгалтай.
-Гадна болон дотор 2 аварын гарцтай
-24 цагын харуул хамгаалалт
-Үнэ цэнээ алдахгүй найдвартай хөрөнгө",47.912432 106.921754,https://www.unegui.mn/adv/9330571_ic-tower-t-uilchilgeenii-390-m-kv-talbai-khudaldana/?p=4,6/16/2025,9:44
9354908,Хан-Уул,,Мишээл,Misheel city ,623.7,77,8.1,Ашиглалтад орсон,Мишээл сити м1 талбайд 18-р давхарт 77 мкв оффис,"Мишээл Сити төслийн m1 талбайд 18н давхарт баруун болон хойд зүгт харсан цонхтой 76.14 m2 оффис талбай зарна.
50 хувьд Бартерт орон сууц машин оролцуулж болно.",47.891921 106.887409,https://www.unegui.mn/adv/9354908_misheel-siti-m1-blok-18davkhart-offis/?p=4,6/16/2025,9:28
8750306,Сонгинохайрхан,,5 шар,,157.5,35,4.5,Ашиглалтад орсон,35 м2 оффис,Сүү компанийн замын эсрэг талд төв зам дагуу офисс үйлчилгээний өрөө зарна. ашиглалтанд орсон. үл хөдлөхийн гэрчилгээтэй,47.91129 106.815021,https://www.unegui.mn/adv/8750306_31-m2-ofiss-zarna/?p=4,6/16/2025,9:21
9322291,Баянзүрх,,Цэцэрлэгт хүрээлэн,,315,76,4.14,Ашиглалтад орсон,Park view хотхонд b1 76мк талбай,"🕍Park view хотхонд оффисоор ашиглахад тохиромжтой 75,53мкв орон сууц худалдана.
▪️b1 давхарт буюу лифтээр доошоо бууж ордог.
▪️Өндөр таазтай, цэлгэр том цонхтой.
▪️2 өрөөг 3 өрөө болгон ашиглаж байсан.
▪️Гэрчилгээ бэлэн.
▪️35% бартер сонсоно.
〽️320сая₮",47.9022915552129 106.939075813941,https://www.unegui.mn/adv/9322291_park-view-khotkhond-offisoor-ashiglakhad-tokhiromzhtoi-76mkv-b1-talbai-zarna/?p=4,6/16/2025,9:14
9231392,Хан-Уул,15,Зайсан хойно,Regis place,1100,100,11,Ашиглалтад орсон,Regis place-д 100мкв оффис,"REGIS PLACE-д 100.22 мкв оффис худалдана.
✅Үнэ: Мкв-12 сая
✅Баруун, урагш харсан маш гоё харууцтай 10+ давхарт
✅Газар доорхи гурван давхар авто зогсоолтой
✅Цахилгаан машин цэнэглэгч
✅Нисдэг тэрэг буух талбайтай
✅Бельги улсад үйлдвэрлэгдсэн хэт ягаан туяанаас хамгаалсан 𝟑 давхар шилэн фасад
Худалдаа үйлчилгээ болон оффис , орон сууц хосолсон, Олон улсын стандартын дагуу баригдсан 𝐥𝐮𝐱𝐮𝐫𝐲 зэрэглэлийн барилга юм.",47.900294 106.917729,https://www.unegui.mn/adv/9231392_regis-place-d-100mkv-offis-khudaldana/?p=5,6/16/2025,9:11
9340800,Сүхбаатар,1,Талбай,Soyombo tower,1910,166,11.51,Ашиглалтад орсон,Соёмбо таур-т 𝟏𝟔𝟔.𝟒𝟕 мкв оффис,"🌱сбд дүүрэг 𝟏-р хороо, “𝐒𝐎𝐘𝐎𝐌𝐁𝐎 𝐓𝐎𝐖𝐄𝐑”-т 𝟏𝟔𝟔.𝟒𝟕 мкв оффис , үйлчилгээний талбай худалдана.
үнэ: мкв 𝟏𝟏.𝟓 сая | 𝟏,𝟗𝟏𝟒,𝟒𝟎𝟓,𝟎𝟎𝟎₮
📌бартерт орон сууц сонсоно/ үнийн дүнгийн 𝟐𝟓%-д/
▪️7 давхарт
▪️урагшаа, зүүн , хойшоо харагдацтай
▪️дотроо 𝟒-𝟓 хуваалттай
▪️хуваалтуудыг аваад 𝟏 томоор нь зал болгох боллмжтой
📍байршил: хотын төвд , драмын театрын баруун талд",47.912432 106.921754,https://www.unegui.mn/adv/9340800_soiombo-taur-t-166-47-mkv-offis-khudaldana/?p=5,6/16/2025,9:05
9286139,Сүхбаатар,1,Талбай,Lux center,1230,183,6.72,Ашиглалтад орсон,Багшийн дээдийн урд lux center 183мкв оффис,"Хотын ААА+ бүс болох багшийн дээдийн урд 103 хойно ""LUX CENTER"" 183мкв 4 өрөө дулаан зогсоолын хамт худалдана
💎Оффисоор ашиглах боломжтой ( оффисын ширээ сандал суурьлуулсан)
💎3 унтлагын өрөө, 3 АЦӨ, 1 угаалгын өрөөтэй
💎16/14 давхарт УЛААНБААТАР хотыг тольдон харах урагшаа, зүүн хойшоо харсан цэлгэр том цонхуудтай
💎Давхартаа 2 айлтай, үүдэндээ харуул хамгаалалттай нам гүн орчинтой
Худалдах үнэ: мкв-6.700,000₮
Нийт үнэ: 1,226,000,000₮
Зогсоол-60,000,000₮",47.912432 106.921754,https://www.unegui.mn/adv/9286139_bagshiin-deediin-urd-lux-center-183mkv-offis-khudaldana/?p=5,6/16/2025,9:05
9264167,Баянзүрх,1,СЭЗИС,Seoul business center,325,54,6.02,Ашиглалтад орсон,"Сансар, seoul business center-т 53.56мкв 2 өрөө оффис","Засвар хийж өгнө!!!
БЗД 1-р хороо SEOULBUSINESSCENTER-т 53.56мкв 2 өрөө бүхий оффис үйлчилгээний талбай худалдана.
✔️8/5давхарт
✔️Урагшаа харсан 2 цонхтой
✔️Хотын төвд
✔️Гоо сайхан орох боломжтой",47.925816 106.935662,https://www.unegui.mn/adv/9264167_sansar-seoul-business-center-t-53-56mkv-2-oroo-offis-khudaldana/?p=5,6/16/2025,9:05
9256803,Хан-Уул,15,Зайсан хойно,Regis place,2600,300,8.67,Ашиглалтад орсон,Regis place-д 300 мкв оффис,"✅Зээлийн таатай нөхцөлөөр авах боломжтой
✅Баруун болон урагш харсан маш гоё харууцтай 10+ давхарт
300mkv duplex 2.6 terbum
bartert 3 terbum",47.900294 106.917729,https://www.unegui.mn/adv/9256803_regis-place-d-300-mkv-offis-khudaldana/?p=5,6/16/2025,9:05
9196989,Сүхбаатар,1,Талбай,Union Building,585,150,3.9,Ашиглалтад орсон,Union building-т 150м2 оффисын талбай,"📍нарны замд байрлах ''юнион бюлдинг'' 150.69 м2 оффисын талбай худалдана.
үнэ: 4.1 сая / м кв нийт 617 сая
/ бэлэн /
- зүүн урагшаа харсан том цонхнуудтай,
- уулзалтын болон оффис өрөө, том өрөө заал + цайны өрөө
- дотроо 00-той",47.912432 106.921754,https://www.unegui.mn/adv/9196989_union-building-t-150m2-offisyn-talbai-khudaldana/?p=5,6/16/2025,9:05
9389609,Хан-Уул,,Мишээл,Misheel city ,566.15,87,6.51,Ашиглалтад орсон,Мишээл сити м3 тауэрт 87.10 м.кв оффис талбай,"Түрээслэх үнээр худалдаж авах боломж.
Мишээл экспогийн Мишээл сити 𝐌𝟑 таурт оффис худалдана.
Байршил: ХУД, 𝟐𝟎-р хороо
✅ 𝟖𝟕.𝟏𝟎 мкв
✅ М𝟑 таурт
✅ 𝟏𝟓 давхарт
Зүүн харсан цонхтой. Хотыг бүхэлд нь тольдох боломжтой
Ашиглалтанд орсон. Гэрчилгээ бэлэн. Банкны зээлээр авах боломжтой.
ҮХХийн үнэ : мкв-ийн үнэ 𝟔,𝟓𝟎𝟎,𝟎𝟎𝟎₮ | Нийт үнэ 𝟓𝟔𝟔,𝟏𝟓𝟎,𝟎𝟎𝟎₮",47.891921 106.887409,https://www.unegui.mn/adv/9389609_misheel-siti-m3-tauert-87-10-m-kv-offis-talbai-khudaldana/?p=5,6/16/2025,8:58
9229785,Чингэлтэй,2,"40, 50 мянгат",,845.85,130,6.51,Ашиглалтад орсон,Найман шаргын хажууд 130.4м2 байр,"o 13/7 давхарт
o 4 тал харсан цонхтой
o 24цагийн харуул хамгаалалттай
o Гэрчилгээ бэлэн
o Бартер сонсоно.
o Бэлэн төлөлтөнд үнэ ярилцана.
o Төлбөрийн нөхцөлүүд сонсоно",47.917773 106.898907,https://www.unegui.mn/adv/9229785_naiman-shargyn-khazhuud-khol-khodolgoontei-bused-130-4/?p=5,6/16/2025,8:54
9325068,Хан-Уул,,Маршал,,7500,750,10,Ашиглалтад орсон,"Худ, ривер плазад 𝟮 давхрын нийт 𝟳𝟱𝟬 мкв үйлчилгээний талбай","𝓡𝓲𝓿𝓮𝓻 𝓹𝓵𝓪𝔃𝓪 𝓬𝓸𝓶𝓶𝓮𝓻𝓬𝓲𝓪𝓵 𝓬𝓮𝓷𝓽𝓮𝓻-д 𝟮 давхарын 𝟰𝟬𝟬мкв + 𝟯𝟱𝟬мкв нийт 𝟳𝟱𝟬мкв үйлчилгээний талбай худалдана
💵Үнэ: 1мкв 10сая | 7,5 тэрбум |
🔸Төлбөрийн нөхцөл: Бартер 𝟯𝟬%-д нь сонсоно. Банкаар авах боломжтой, 2 тусдаа гэрчилгээтэй салгаж авч болно
🔹 Бүх төрлийн ресторан лоунж, үсчин гоо сайхан, шүдний эмнэлэг клиник, банк санхүүгийн байгууллага зэрэг бүх төрлийн үйлчилгээ явуулах боломжтой
🔹 Урагшаа, баруун, хойшоо харсан цонхтой
🔹 Худалдаа үйлчилгээний барилгын стандартад бүрэн нийцсэн
🔹 Дотор заслаа өөрсдөө хүссэнээрээ тохижуулах боломжтой
🔹 Орчин үеийн экстерьер, интерьер дизайн
🔹 Хангалттай хүрэлцэх смарт шийдэл бүхий автомашины зогсоол
🔹 4 м өндөр тааз, өргөн коридор
🔹 Шилэн дээвэр бүхий войд шийдэлтэй 1 давхрын атриум хэсэгт төрөл бүрийн арга хэмжээ зохион байгуулах боломжтой
🔹 Хүний зорчих урсгалыг бүх үйлчилгээнд хүртээмжтэй байдлаар төлөвлөсөн",47.889271 106.93287,https://www.unegui.mn/adv/9325068_khud-river-plazad-2-davkharyn-niit-750-mkv-uilchilgeenii-talbai-khudaldana/?p=5,6/16/2025,7:27
9405580,Сүхбаатар,5,Талбай,,3050,341,8.94,Ашиглалтад орсон,"Хүүхдийн 100, Сөүл плазад 341.5 мкв оффис","Хүүхдийн100, Солонго ресторан, СӨҮЛ ПЛАЗА-д буюу #СБД #3хороо, 5 хороолол Сөүлийн гудамж 20/1 байранд #Үйлчилгээ, оффисын зориулалттай 341.5 м.кв талбайг тохижилттой нь худалдана.
Үнэ: 3.05 тэрбум төгрөгөөс /1м.кв 8.93 сая/
Дотооод зохион байгуулалт:
🏬 Угтан авах Ресепшн
🏬 Үйлчилгээний заал
🏬 Уулзалтын өрөө
🏬 Хяналтын хэсэг
🏬 Цайны өрөө
🏬 Хурлын өрөө
🏬 Back office
🏬 Захирлын өрөө
🏬 Амралтын өрөө
🏬 Хувцас солих өрөө
🏬 Сервер өрөө
🏬 Шилэн хаалт, бүрэн тохижолттой
🏬 Оффис чиглэлээр ажиллаж байсан
🏬 Хотын төв хэсэгт, байрлал сайтай
🏬 Зүүн, баруун, хойшоо харсан харууцтай
🏬 Оффис менежмент зардал 1 м.кв 7,0к
🏬 Бизнес оффисийн нэгдсэн төвлөрөл
🏬 Бүх чиглэлээр ажиллуулах боломжтой",47.912292 106.896616,https://www.unegui.mn/adv/9405580_khuukhdiin100-solongo-restoran-soul-plaza-d-341-5mkv-offis-khudaldana/?p=5,6/16/2025,1:53
9008331,Сүхбаатар,,Дөлгөөн нуур,Хоймор оффис,270,64,4.22,Ашиглалтад орсон,Хойморь оффист 64мкв оффис,"Хотын төвд Дөлгөөн нуурын Хоймор оффис 7 давхарт 63.59 мкв оффис 270 саяд худалдана.
Давуу талууд:
- Банкны зээлээр авч болно
- Баруун харсан 2 цонхтой
- Дотроо ариун цэврийн 1 өрөөтэй,
- Өрөөндөө 3 тасалгаатай",47.929336 106.913516,https://www.unegui.mn/adv/9008331_khoimor-offist-64mkv-offis/?p=5,6/16/2025,1:11
7953100,Хан-Уул,15,Зайсан хойно,Ceo office,408,56,7.29,Ашиглалтад орсон,Ceo оффист 56 мкв оффис талбай,"Орчлон сургуулийн баруун талын CEO оффисын 11 давхарт 56мкв оффис 1мкв 7,3 сая төгрөгөөр худалдана.
ЖИЧ: Банкны зээлээр авч болно
Давуу талууд:
- Таазны өндөр 3м
- Баруун, харсан цонхтой
- Бүрэн тохижилттой
- Ариун цэврийн өрөөтэй",47.900294 106.917729,https://www.unegui.mn/adv/7953100_3-orgil-khotkhond-8-neriin-delguur-khudaldana/?p=5,6/16/2025,1:03
8320167,Сүхбаатар,,Бага тойрог,Gem castle,540,54,10,Ашиглалтад орсон,Засгийн газрын ордны ард 54мкв оффис,"Хотын төвд Засгийн газрын ордноос арагш Метромаллын урд Gem castle -н 14 давхарт 54мкв оффис талбай 1мкв 10 сая төгрөгөөр худалдана.
-Банкны зээлээр авч болно
- Давхартаа ариун цэврийн өрөөтэй
- Гал тогооны булантай
- Урагшаа богд уулаа харсан цонхтой
- Цоо шинэ",47.922769 106.917593,https://www.unegui.mn/adv/8320167_galaxy-tower-t-44mkv-offis/?p=5,6/16/2025,0:54
8875940,Баянзүрх,26,Цэцэрлэгт хүрээлэн,Paradise plaza,7196,1028,7,Ашиглалтад орсон,Бзд 26-р хороо paradise plaza төвд 1028м.кв оффис үйлчилгээний талбай,"📍БЗД, 26-р хороо, ""Баян Монгол"" хорооллын чанх урд, Олимп хотхоны хажууд шинээр баригдсан ""Paradise Plaza""
✅1028м.кв талбай дээгүүр давхарт (2 тусдаа гэрчилгээтэй 498,84мкв болон 530,68мкв)
✅2024 онд шинээр ашиглалтанд орсон
✅ҮХХ гэрчилгээнүүд гарсан
✅Засал хийгдээгүй саарлаараа
✅Бүх талдаа харууцтай, үргэлж цонхтой
✅Хүссэнээрээ хувааж зохион байгуулах боломжтой",47.903294 106.948778,https://www.unegui.mn/adv/8875940_bzd-26-r-khoroo-paradise-plaza-tovd-offis-uilchilgeenii-talbai-khudaldana/?p=5,6/16/2025,0:15
9328290,Сүхбаатар,6,МУИС,Метро бизнес центр,210,47,4.47,Ашиглалтад орсон,"Хотын төвд, метромалл дэлгүүрийн хойно 47мкв оффис","СБД, хотын төвд, Төрийн ордноос 600м зайд 46,8мкв цэвэрхэн оффис худалдана (Метро бизнес центр) Дотроо тусдаа ариун цэврийн өрөөтэй, бэлнээр болон банкны лизингээр авах боломжтой",47.925535 106.917694,https://www.unegui.mn/adv/9328290_khotyn-tovd-metromall-delguuriin-khoino-47mkv-offis/?p=5,6/16/2025,0:13
8191869,Хан-Уул,,120 мянгат,,413.5,60,6.89,Ашиглалтад орсон,Хан-уул цогцолбор хотхонд 60мкв оффис,"ХУД-н Номингийн ард Хан-Уул цогцолбор хотхоны 2 давхарт 60.2мкв оффис талбай 413.500.000₮ худалдана.
Жич: Банкны зээл гаргана
Давуу талууд:
▪️Захиралын 1 өрөөтэй
▪️Ажилтаны 1 өрөөтэй
▪️Хооллох болон амралтын булантай
▪️Ариун цэврийн 1 өрөөтэй
▪️Баруун харсан 2 цонхтой
🌱Байршил: 19-ийн үйлчилгээний төвийн урд , 75-р сургуулийн баруун талд",47.901399 106.910038,https://www.unegui.mn/adv/8191869_grand-plazad-105mkv-uilchilgeenii-talbai/?p=5,6/16/2025,0:10
