page_number,ad_number,url,title,location,date,id,price,ad_text,phone,Талбай:,Төлбөрийн нөхцөл:,Барилгын явц:,clean_coords
1,13,https://www.unegui.mn/adv/8503495_avenue-residence-174-19-mkv-offis/,"Хотын төвд оффис, үйлчилгээгээр 68мкв талбай","УБ — Чингэлтэй, Чингэлтэй, Хороо 2",Нийтэлсэн: Өнөөдөр 08:59,8503495,"7.5 сая ₮
үнэ тохирно","📍байршил: чингэлтэй дүүрэг 2-р хороо, нарантуул зочид буудлын зүүн хойно.
16 давхар барилгын 2 давхарт
💰1 мкв үнэ: 7,500,000₮
💰Нийт үнэ: 510,975,000₮
⚜️давуу талууд
✅хотын а зэрэглэлийн үнэ цэнтэй байршил
✅хотын өнгө төрхийг тольдох үзэмжит харууц
✅тав тух, орон зай, архитектурын зөв төлөвлөлт
✅ухаалаг байгууламжийн нэгдсэн систем
✅24 цагийн харуул хамгаалалт",N/A,68 м²,Бэлэн төлөлтөөр зарах боломжтой,Ашиглалтад орсон,47.917773 106.898907
1,14,https://www.unegui.mn/adv/9476659_offis-khudaldana/,Оффис,"УБ — Чингэлтэй, Чингэлтэй, Хороо 5",Нийтэлсэн: Өчигдөр 19:30,9476659,"7.2 сая ₮
үнэ тохирно","Тэнгисийн урд MN Tower-т 15 давхарт 82м2 оффис ХУДАЛДАНА.
💰м2-7.2 сая.",N/A,82 м²,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,47.92397 106.902687
1,15,https://www.unegui.mn/adv/9453974_naiman-sharga-tovd-offis-zarna/,Найман шарга төвд оффис өрөө,"УБ — Чингэлтэй, Чингэлтэй, Хороо 2",Нийтэлсэн: Өчигдөр 19:07,9453974,"120 сая ₮
үнэ тохирно","ЧД-ийн 2- хороо Найман шарга вальютын захад 6 давхар 25,3 мкв тай өрөө зарна.
Хотын А бүсэд бүх үйлчилгээндээ ойрхон хүний урсгал ихтэй ашигтай байршилд оффисын зориулалттай өрөө зарна.
Гэрчилгээ бэлэн зөвхөн бэлэн төлөлтөөр худалдана.",N/A,25 м²,Бэлэн төлөлтөөр зарах боломжтой,Ашиглалтад орсон,47.917773 106.898907
1,16,https://www.unegui.mn/adv/9316724_bgd-2-khoroo-baruun-4-zam-grand-plazad-77m2/,"БГД, 2-р хороо Баруун 4 зам Гранд плазад 77 м2","УБ — Баянгол, Баянгол, Хороо 2",Нийтэлсэн: Өчигдөр 12:29,9316724,465.85 сая ₮,"💎БГД 2 хороо Баруун 4 зам Гранд плазад 77м2 оффис худалдана.
➡Үнэ:465.8сая₮
✅Дулаан зогсоолтой- 56сая₮, АЦӨ-тэй,
✅Дээгүүр давхарт, харагдац сайхан.
- Зээлийг өдөрт нь гаргана.",N/A,77 м²,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,47.915765 106.885441
1,17,https://www.unegui.mn/adv/9340004_bgd-grand-plazad-77m2-offis-khudaldana/,Бгд гранд плазад 77м2 оффис,"УБ — Баянгол, Баруун 4 зам",Нийтэлсэн: Өчигдөр 11:58,9340004,"465.8 сая ₮
үнэ тохирно","Цонх зүүн харсан, саруулхан
Дулаан зогсоол тусдаа 60 сая",N/A,77 м²,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,47.916677 106.897889
1,18,https://www.unegui.mn/adv/9474750_iaarmag-zam-daguu-sidnei-tauer-offis-uilchilgeenii-barilgad-1-davkhryn-talbai/,"Яармаг зам дагуу сидней тауэр оффис, үйлчилгээний барилгад 1 давхрын талбай","УБ — Хан-Уул, Яармаг",Нийтэлсэн: Өчигдөр 11:30,9474750,7 сая ₮,"Яармаг зам дагуу, Сидней Тауэр оффис, үйлчилгээний барилгад 1 давхрын, гаднаасаа хаалгатай 136,08 мкв худалдаа, үйлчилгээний талбай худалдана.
• Гаднаасаа болон дотроо хаалгатай
• Таазны өндөр 4,10
✅Мкв үнэ: 7 сая
• Урагшаа, баруун, зүүн харсан цонхтой
• Гаднаа ил машины зогсоолтой
Байршил: ХУД, Яармагийн зам дагуу, оргил энкантогийн зүүн талд.",N/A,136 м²,Бэлэн төлөлтөөр зарах боломжтой,Ашиглалтад орсон,47.872371 106.814446
1,19,https://www.unegui.mn/adv/9473848_muis-n-zuun-tald-talbai-khudaldano/,Муис-н зүүн талд 41.2мкв талбай,"УБ — Сүхбаатар, Монгол Улсын Их Сургууль",Нийтэлсэн: 2025-06-22 23:11,9473848,225 сая ₮,"Хотын төв МУИС.н зүүн талд орон сууцны 1 давхарт үйлчилгээний талбай худалдана
Хэмжээ : 41.2мк
Гадгашаа 2 хаалгатай
Дотроо А.Ц.өрөөтэй
Гадна зогсоол
Үнэ 225.аа. сайн ярина",N/A,41 м²,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,47.9234877713596 106.91896886592
1,20,https://www.unegui.mn/adv/9286855_misheel-biznes-tauert-106-51m2-offisyn-talbai-khudaldana/,Мишээл бизнес тауэрт оффисын 106.53м.кв талбай,"УБ — Хан-Уул, Мишээл",Нийтэлсэн: 2025-06-22 22:01,9286855,"6.5 сая ₮
үнэ тохирно","🌇Улаанбаатар хотын хамгийн том төсөл болох Мишээл Сити төслийн 𝐌𝐈𝐒𝐇𝐄𝐄𝐋 𝐁𝐔𝐒𝐈𝐍𝐄𝐒𝐒 𝐓𝐎𝐖𝐄𝐑-т оффисын талбайнууд зах зээлийн үнээс хямд худалдана.
✅️аль компанийн агентууд,зуучлагч хувь хүмүүстэй хамтарч ажиллана.
✅️2 сонголттой Зүүн урагшаа
✅️Баруун хойшоо харсан дээгүүр давхарт маш гоё оффис худалдана.
✅️үнэ ярилцана аа зүгээр ирээд үзээрэй",N/A,106 м²,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,47.891921 106.887409
1,21,https://www.unegui.mn/adv/9286270_khotyn-tovd-suis-n-derged-offis-khudaldana/,"Хотын төвд суис-н дэргэд оффис 90,88мкв","УБ — Чингэлтэй, 5-р сургуулийн ойролцоо",Нийтэлсэн: 2025-06-22 21:21,9286270,472.58 сая ₮,"📸Хотын төвд ОФФИС ХУДАЛДАНА.
⚜️СУИС баруун талд САН АПАРТМЕНТ-д 90,88мкв оффис, үйлчилгээний талбайг яаралтай ХЯМД худалдана.
▪️5/3 давхарт, зүүн цонхтой,
▪️Дотроо устай,
〽️Мкв 5,2сая₮ (Гэрчилгээ бэлэн)",N/A,91 м²,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,47.9249879447153 106.911617628072
1,22,https://www.unegui.mn/adv/9420793_chd-khotyn-tovd-suis-baruun-tald-san-apartment-d-90-88mkv-offis-khudaldana/,Чд хотын төвд суис баруун талд сан апартмент-д оффис 90.88мк талбай,"УБ — Чингэлтэй, Чингэлтэй, Хороо 6",Нийтэлсэн: 2025-06-22 15:18,9420793,5.2 сая ₮,"Хотын төвд ОФФИС ХУДАЛДАНА.
⚜️СУИС баруун талд САН АПАРТМЕНТ-д 90,88мкв оффис, үйлчилгээний талбайг яаралтай ХЯМД худалдана.
-5/3 давхарт
-Зүүн харсан цонхтой
-Дамждаг 2 өрөөтэй
-Урагшаа хойшоо гарсан 2 хаалгатай
-Бүх төрлийн оффис үйлчилгээ явуулах боломжтой
-Гэрчилгээ бэлэн
Мкв үнэ: 5,200,000₮",N/A,91 м²,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,47.927104 106.908705
1,23,https://www.unegui.mn/adv/9469732_gem-castle-office-zarna/,Gem castle-д 50 мкв office,"УБ — Сүхбаатар, Сүхбаатар, Хороо 6",Нийтэлсэн: 2025-06-21 14:09,9469732,550 сая ₮,"📍СБД Metromall-ийн урд талд, Gemcastle-д 50 мкв оффисын талбай худалдана
✅14 давхарт
✅Урагшаа харсан цонхтой
✅Захиалгын гэрээтэй
✅Дотор засал 7 сард дуусна",N/A,50 м² м²,Бэлэн төлөлтөөр зарах боломжтой,Ашиглалтад орсон,47.925535 106.917694
1,24,https://www.unegui.mn/adv/9345139_naiman-sharga-golomt-banktai-bairand-128m2-offisyn-talbai/,"Их 8 шарга, 3 давхарт 128 м2 оффисын талбай","УБ — Чингэлтэй, Урт цагаан",Нийтэлсэн: 2025-06-21 13:15,9345139,495 сая ₮,"📍 Найман шарга, Голомт банктай байранд оффисын талбай зарна.
128м2 | 3 давхарт | бэлэн төлөлтөнд үнэ бууна
✅ Бүх төрлийн үйлчилгээ явуулах боломжтой
✅ Дотроо 00-той
✅ Оффис 4 өрөө
✅ Амрах 1 өрөө
✅ Агуулах
✅ Том заалтай",N/A,128 м²,Бэлэн төлөлтөөр зарах боломжтой,Ашиглалтад орсон,47.9194651787068 106.904787349781
1,25,https://www.unegui.mn/adv/9467809_ard-kino-teatr-monteliin-ard-180mkv-offis/,Ард кино театр монтелын ард оффис 180мк талбай,"УБ — Чингэлтэй, Чингэлтэй, Хороо 1",Нийтэлсэн: 2025-06-20 19:26,9467809,"1.35 Тэрбум ₮
үнэ тохирно","ЧД 1р хороо Монтелийн чанх ард Гэрэл төвийн
2 давхарт баруун зүүн харсан 7н цонхтой урагшаа харсан 1 цонхтой Бте даасан орц гарцтай Бүрэн засвартай 180мк оффис 100мкв болон 80мкв хувааж зарах боломжтой. Төлбөрийн бүх төрлийн нөхцөл сонсоно.",N/A,180 м²,Бартераар зарах боломжтой,Ашиглалтад орсон,47.911627 106.922441
1,26,https://www.unegui.mn/adv/8891578_minister-towert-offisyn-talbai-zarna/,Сбд мinister tower-t оффисын талбай,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1",Нийтэлсэн: 2025-06-20 17:13,8891578,"1.94 Тэрбум ₮
үнэ тохирно","👉Шангри Ла-н хойно байрлах Minister tower-т оффис талбай худалдана. 👈
Жич: Банкны зээлд материал бүрдүүлэхэд тусална, тооцоолол хийж өгнө.
📍Зарах үнэ: 1 м.кв=14,900,000 төгрөг /НӨАТ-тэй/
📍Бэлэн болон банкны 1.0% зээлээр /бартер сонсохгүй/",N/A,130 м²,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,47.912432 106.921754
1,27,https://www.unegui.mn/adv/9467244_khud-tets-3-khoino-135mkv-offis-khiamd-khudaldana/,"Худ, тэц 3 хойно 135мкв оффис","УБ — Хан-Уул, Хан-Уул, Хороо 3",Нийтэлсэн: 2025-06-20 16:31,9467244,357.75 сая ₮,"🔑ОФФИС ХЯМД Худалдана.
(БАРТЕРТ МАШИН сонсоно)
🔰 135 мкв
🔰 1мкв-2,65 сая₮ нийт 357.75 сая₮
📍ХУД, 3-р хороо, тэц3 хойно.
Төв зам дагуу байрлалтай хажуудаа зогсоолтой. Автобусны буудлын дэргэд, 5/5 давхарт.
(Төвийн бүх шугам холбогдсон, дулаахан халхлах зүйлгүй 3 тийш харсан цонхтой )",N/A,135 м²,Бартераар зарах боломжтой,Ашиглалтад орсон,47.89971 106.874284
1,28,https://www.unegui.mn/adv/9464269_khotyn-tovd-gerege-tower-t-offis-talbai/,Хотын төвд gerege tower-т оффис талбай,"УБ — Сүхбаатар, 5-р хороолол",Нийтэлсэн: 2025-06-19 18:03,9464269,1.96 Тэрбум ₮,"Хотын төвд Баянгол зочид буудлын урд байрлалтай ""Gerege tower""-т 261.85m2 оффисын талбай худалдана
Давхар: 2 давхарт
Ашиглалтад орсон он: 2014 он
Төлбөрийн нөхцөл: Бэлэн, банк, бартер сонсоно
Давуу тал: : Хотын төвд, төв зам дагуу байрлалтай,
оффис, үйлчилгээний чиглэлээр ашиглах боломжтой
✔️Өсөн нэмэгдэх үнэ цэнэ
✔️Цаг хугацаа хэмнэлт
✔️Бүрэн засвартай
Үйлдвэрлэл, оффис, үйлчилгээ, агуулах, бүх төрлөөр ашиглах боломжтой",N/A,261 м²,Бартераар зарах боломжтой,Ашиглалтад орсон,47.911254 106.901097
1,29,https://www.unegui.mn/adv/9432807_chd-iin-khazhuud-offis-uilchilgeenii-talbai-khudaldana/,Чд-ийн хажууд оффис үйлчилгээний талбай,"УБ — Чингэлтэй, Тэнгис кино театр",Нийтэлсэн: 2025-06-19 08:59,9432807,740 сая ₮,"Хотын төвд ЧД-ийн хажууд #оффис үйлчилгээний талбай худалдана
📍143мкв
📍4 өрөө
📍8/3 давхарт
📍Үл хөдлөхийн гэрчилгээ бэлэн",N/A,143 м²,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,47.9229357794646 106.904755282749
1,30,https://www.unegui.mn/adv/8771117_metromollyn-ikh-khazhuud-1-davkhart-bair-zarna/,Метромолл их дэлгүүрийн дэргэд 1 давхрын оффис 130мк талбай,"УБ — Сүхбаатар, Метро Молл",Нийтэлсэн: 2025-06-19 00:15,8771117,"5 сая ₮
үнэ тохирно","Энэхүү байр нь Метромолл их дэлгүүр болон Хүүхдийн урлан бүтээх төвийн дунд байрлалтай тул бизнесийн үйл ажиллагаа явуулахад тохиромжтой. Шууд гадагшаа гарсан хаалгатай,Нийт талбай 130.3м2, 00-ын 2 өрөөтэй, Оффис, Эмнэлэг, Сургалт, Иога, Бясалгал, Худалдаа үйлчилгээний чиглэлээр ашиглах боломжтой байрыг худалдана.",N/A,130 м²,Бэлэн төлөлтөөр зарах боломжтой,Ашиглалтад орсон,47.9264199716145 106.915377110215
1,31,https://www.unegui.mn/adv/9460060_misheel-sity-m2-tower-t-56-28mkv-offis-talbai-khudaldana/,𝐌𝐈𝐒𝐇𝐄𝐄𝐋 сity м2 𝐓𝐎𝐖𝐄𝐑-т 56.28мкв оффис талбай,"УБ — Хан-Уул, Хан-Уул, Хороо 20",Нийтэлсэн: 2025-06-18 15:45,9460060,382.7 сая ₮,"✔️Үнэ: М2 нь 6,800,000 буюу нийт үнийн дүн 382,704,000
✔️2𝟎 | 12 давхарт
✔️Баруун харсан том цэлгэр цонхтой
✔️Засалтай шууд орох боломжтой
✔️Зогсоол сайн
✔️Худалдаа, үйлчилгээ, төрийн үйлчилгээ нэг дор төвлөрсөн.
Орчны мэдээлэл: #Мишээл экспо, #Мишээл барилгын их дэлгүүр, #мишээл сити, #мишээл резиденс, #walking street, #төрийн үйлчилгээний нэгдсэн төв, #Мишээл Байгаль орчин, танин мэдэхүйн хүрээлэн",N/A,56 м²,Бэлэн төлөлтөөр зарах боломжтой,Ашиглалтад орсон,47.8919232454507 106.887139941548
1,32,https://www.unegui.mn/adv/9449514_toviin-bused-bairlaltai-offis-uilchilgeenii-talbai-zarna/,"Чд төвийн бүсэд байрлалтай оффис, үйлчилгээний талбай","УБ — Чингэлтэй, Чингэлтэй, Хороо 6",Нийтэлсэн: 2025-06-18 14:46,9449514,"205 сая ₮
үнэ тохирно","🏢 Төвийн бүсэд байрлалтай оффис, үйлчилгээний талбай зарна!
❗2өрөө бартер сонсоно
❗Бэлэн төлөлтөд гоё үнэ өгнө
📐 Талбай: 50.5 м²
📌Баянбүрдийн баруун урд байрлалтай Логос төв
🏙 Байрны давхар: 13 давхарын 9 давхарт
🧱 Фасад: Орчин үеийн металл фасад
🚗 Зогсоол: Машины зогсоол сайтай
🏢 Зориулалт: Оффис болон үйлчилгээний чиглэлээр ашиглах бүрэн боломжтой
✔️ 24 цаг ажиллах боломжтой
✔️ 24 цаг харуул хамгаалалттай
✔️ 170° хойшоо болон зүүн харсан том цэлгэр цонхоор харагдах үзэмж сайтай
✔️ Лифттэй, төвийн дулаантай
✔️ Байршил сайтай — харилцагч, үйлчлүүлэгч татахад тохиромжтой
✔️ Оффис тавилгатай
✔️ Шинэ засалтай цэвэрхэн
✔️ Дэлгүүр үйлчилгээтэй орхон
📍Бизнесээ эхлүүлэхэд бэлэн орчин энд байна!
📩 Дэлгэрэнгүй мэдээлэл, үзэх цаг товлох бол шууд зурвас бичээрэй!",N/A,55 м²,Бэлэн төлөлтөөр зарах боломжтой,Ашиглалтад орсон,47.927104 106.908705
1,33,https://www.unegui.mn/adv/9252576_regis-place-100-mkv-offis/,Regis place 100 мкв оффис,"УБ — Хан-Уул, 120 мянгат",Нийтэлсэн: 2025-06-18 14:16,9252576,"1.1 Тэрбум ₮
үнэ тохирно","120 мянгат, Regis place оффисын давхарт 100.22 мкв оффис худалдана.
- Шилэн хуваалт хийгдсэн, 3 өрөөтэй
- Гэрчилгээ бэлэн
- баруун болон урагшаа
Байршил: 120 мянгат, Тэмээтэй хөшөөний зүүн талд.
Урьдчилан цаг товлон үзнэ үү.",N/A,100 м² м²,Бэлэн төлөлтөөр зарах боломжтой,Ашиглалтад орсон,47.901399 106.910038
1,34,https://www.unegui.mn/adv/9267795_grand-plazad-grandplaza-tokhizhilttoi-offis-khudaldana/,Гранд плазад оффис,"УБ — Баянгол, Баруун 4 зам",Нийтэлсэн: 2025-06-17 22:46,9267795,1.35 Тэрбум ₮,"#Гранд_плазад , #GrandPlaza тохижилттой оффис худалдана.
- 242,1мk талбайтай
- 12/9давхарт
- Урагшаа, зүүн, баруун харсан цонхтой
- Тавилга, тохижилтыг дагалдуулж өгнө
- м2- 5,6сая₮/ Нийт үнэ 1.355.760.000",N/A,242 м²,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,47.916677 106.897889
