page_number,ad_number,url,title,location,date,id,price,ad_text,phone,Талбай:,Төлбөрийн нөхцөл:,Барилгын явц:,clean_coords
1,11,https://www.unegui.mn/adv/9437091_baruun-4-zam-zhem-palast-63mkv-offis/,Баруун 4 зам жэм паласт 63мкв оффис,"УБ — Баянгол, Баруун 4 зам",Нийтэлсэн: 2025-06-16 13:30,9437091,"570 сая ₮
620 сая ₮","Баруун 4 зам, Gem Palace оффис, худалдаа үйлчмлгээний төвд 63.1мкв Оффис талбай ХУДАЛДАНА
10 давхарт
Үнэ: 570 сая
Бартер сонсоно",N/A,63 м²,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,47.916677 106.897889
1,12,https://www.unegui.mn/adv/9416469_offis-zarna/,"Шинэ 100 айлд оффис 80,75 мкв","УБ — Баянзүрх, Баянзүрх, Хороо 2",Нийтэлсэн: 2025-06-16 13:21,9416469,"365 сая ₮
үнэ тохирно","100-н айлаас зүүн тийш Шинэ айл барилгын материалын худалдааны төвд оффис зарна.
-Цонх хойшоо болон зүүн харсан
-3 давхарт
-80,75 мк
-Саруулхан өрөө тасалгаатай
-Ажлын 4 н хэсэг өрөө тасалгаатай
-Дотроо нойлгүй (үүдний харалдаа)",N/A,81 м²,Бэлэн төлөлтөөр зарах боломжтой,Ашиглалтад орсон,47.935624 106.939012
1,13,https://www.unegui.mn/adv/9450490_himchan-center-offis-uilchilgeenii-zoriulalttai-talbai/,Himchan center оффис 67.27мк талбай,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Нийтэлсэн: 2025-06-16 00:57,9450490,"487 сая ₮
үнэ тохирно","📣📣Үнэ буурлааа 📣📣
𝐇𝐢𝐦𝐜𝐡𝐚𝐧 𝐂𝐞𝐧𝐭𝐞𝐫-т оффис, үйлчилгээний зориулалттай талбай худалдана.
📍БЗД 26-р хороо, Сүмбэр орд хотхоны замын эсрэг талд.
9/8 давхарт | 67.27 мкв | Оффис, үйлчилгээний талбай
Нийт үнэ: 487.000.000₮
Төлбөрийн нөхцөл:
✔️Бэлэн /Бэлэн төлөлтөнд ярилцана/
✔️Банкны зээлээр авах боломжтой.
✔️Бартерт 20-30% машин сонсоно.
Нэмэлт мэдээлэл:
✔️Төв зам дагуу
✔️Гарц, орц сайтай
✔️Цутгамал бетонон караказ, шилэн фасадтай
✔️Том өргөн лифттэй
✔️Хүн амын төвлөрөл ихтэй орчинд, 35.000 хэрэглэгчтэй.
✔️Гэрчилгээ гарахад бэлэн.",N/A,67 м²,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,47.903294 106.948778
1,14,https://www.unegui.mn/adv/9450279_misheel-siti-106m2-offis-khudaldana/,Мишээл сити оффис 106мк талбай,"УБ — Хан-Уул, Мишээл",Нийтэлсэн: 2025-06-15 22:31,9450279,"6.5 сая ₮
үнэ тохирно",Бартер сонсоно.,N/A,106 м²,Бартераар зарах боломжтой,Ашиглалтад орсон,47.891921 106.887409
1,15,https://www.unegui.mn/adv/9447086_baianburd-logos-tovd-50-44-mvk/,Баянбүрд логос төвд оффис 50.44мк талбай,"УБ — Чингэлтэй, Баянбүрд",Нийтэлсэн: 2025-06-14 20:53,9447086,"210 сая ₮
үнэ тохирно","Баянбүрдэд 50.44мвк оффис худалдана.
✅ 12/9
✅ Зүүн харсан цэлгэр цонхтой
✅ Хотын төвд
✅ Засвар хийх шаардлагагүй
✅ Эргэн тойронд автозогсоол сайтай
Үнэ: 210,000,000
https://maps.app.goo.gl/ubDuow7m6tMt13Kr9?g_st=com.google.maps.preview.copy",N/A,50 м² м²,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,47.928945 106.906205
1,16,https://www.unegui.mn/adv/9443778_studiin-zoriulalttai-talbai-zarna/,Парк Вью хотхонд оффис 48мк талбай,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Нийтэлсэн: 2025-06-13 18:27,9443778,4.5 сая ₮,"Парк Вью хотхонд студийн зориулалтаар ашиглаж байсан 47,35м2 талбай худалдана.",N/A,48 м²,Бэлэн төлөлтөөр зарах боломжтой,Ашиглалтад орсон,47.903294 106.948778
1,17,https://www.unegui.mn/adv/9381076_bairlal-saitai-offis-uilchilgeenii-talbai-khudaldana/,"Оффис, үйлчилгээний талбай","УБ — Чингэлтэй, Чингэлтэй, Хороо 2",Нийтэлсэн: 2025-06-13 16:06,9381076,"850 сая ₮
910 сая ₮ үнэ тохирно","Бөмбөгөр худалдааны төвийн хажууд 130мкв талбайтай оффис, үйлчилгээний талбай худалдана. Өвөлдөө дулаахан. Гадна харууц сайтай. Үйлчилгээний төв, автобусны буудалтай ойр.",N/A,130 м²,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,47.917773 106.898907
1,18,https://www.unegui.mn/adv/9442977_baruun-4-zam-grand-plaza-d-offis-talbai-khudaldana/,Баруун 4 зам grand plaza- д оффис талбай,"УБ — Баянгол, Баруун 4 зам",Нийтэлсэн: 2025-06-13 14:55,9442977,5.5 сая ₮,"Баруун 4 зам Grand plaza- д оффис талбай худалдана
- Урагшаа болон баруун харсан цонхтой
- Дотроо АЦӨ-тэй
- Гэрчилгээ бэлэн",N/A,118 м²,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,47.916677 106.897889
1,19,https://www.unegui.mn/adv/8734441_office-khudaldana/,11-р хорооллын зам дагуу office,"УБ — Сүхбаатар, 11-р хороолол",Нийтэлсэн: 2025-06-11 13:51,8734441,"5 сая ₮
үнэ тохирно","11-р хорооллын зам дагуу, байршил сайтай, Хаан банктай байрны 3 давхарт офиссийн талбай худалдана.",N/A,82 м²,Бэлэн төлөлтөөр зарах боломжтой,Ашиглалтад орсон,47.924962 106.927646
1,20,https://www.unegui.mn/adv/9402438_gegeenten-tsogtsolbor-offis-137-28-m2/,Гэгээнтэн цогцолборт 137.28 м2 оффис,"УБ — Хан-Уул, 120 мянгат",Нийтэлсэн: 2025-06-08 21:09,9402438,9 сая ₮,"🏢Гэгээнтэн цогцолбор 137.28 м2 оффис зарна.
Хаяг: Хан-Уул дүүрэг, 15-р хороо, Тэмээтэй хөшөөний зүүн урд зам дагуу Гэгээнтэн цогцолбор хойд оффис 10 давхар
Талбай: 137.28 м2 маш цэвэрхэн дотроо ариун цэврийн өрөөтэй
Үнэ: м2 9 сая
🌇🏙🌠Харагдац: Баруун болон хойд зүг рүү харсан 2 талд цэлгэр цонхтой давхартаа 3 ААН тэй
🚘В1 давхарт 1 авто машины дулаан зогсоолтой
Тавилга үнэ тохиролцоно
Дотроо ариун цэврийн өрөөтэй
Жич: ✅Агент оролцуулахгүй
✅Нэр шилжих гэрчилгээ хувь хүн дээр бэлэн байна
✅Бартер хийх боломжгүй
✅Авто зогсоол тусдаа 60 сая үнэлгээтэй
✅БАНК болон ББСБ-ын зээлээр авах боломжтой",N/A,137 м²,Бэлэн төлөлтөөр зарах боломжтой,Ашиглалтад орсон,47.901399 106.910038
1,21,https://www.unegui.mn/adv/9432807_chd-iin-khazhuud-offis-uilchilgeenii-talbai-khudaldana/,Чд-ийн хажууд оффис үйлчилгээний талбай,"УБ — Чингэлтэй, Тэнгис кино театр",Нийтэлсэн: Өнөөдөр 11:46,9432807,790 сая ₮,"Хотын төвд ЧД-ийн хажууд #оффис үйлчилгээний талбай худалдана
📍143мкв
📍4 өрөө
📍8/3 давхарт
📍Үл хөдлөхийн гэрчилгээ бэлэн",N/A,143 м²,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,47.9229357794646 106.904755282749
1,22,https://www.unegui.mn/adv/9209604_khan-uul-e-mart-khudaldaany-toviin-urd-uniq-center-t-50mkv-offis/,Хан-уул e-mart худалдааны төвийн урд uniq center -т 50мкв оффис,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Нийтэлсэн: Өнөөдөр 11:43,9209604,"365 сая ₮
үнэ тохирно","🏢хан-уул e-mart худалдааны төвийн урд төв зам дагуу uniq center -т 50мкв оффис талбай худалдана.
үнэ: м2-7.300.000 сая
50м2 - 365.000.000
-5 давхарт
-зүүн, баруун харсан цонхтой
-ариун цэврийн өрөөтэй
-2 орц гарцтай
-төв зам дагуу
-бүх төрлийн үйлчилгээ явуулах боломжтой",N/A,50 м² м²,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,47.900294 106.917729
1,23,https://www.unegui.mn/adv/9209528_khud-e-mart-urd-offis-zarna/,Худ e-mart урд оффис 25мкв,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Нийтэлсэн: Өнөөдөр 11:43,9209528,182.5 сая ₮,"🏢Хан-Уул E-mart худалдааны төвийн урд төв зам дагуу UNIQ CENTER -т оффисын талбайг бүтнээр болон хэсэгчилж худалдана.
Үнэ: м2-7.300.000 сая
- 25м2 – 182.500.000
-5 давхарт
-Зүүн, баруун харсан цонхтой
-Ариун цэврийн өрөөтэй
-2 орц гарцтай
-Төв зам дагуу
-Бүх төрлийн үйлчилгээ явуулах боломжтой",N/A,25 м²,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,47.900294 106.917729
1,24,https://www.unegui.mn/adv/9267795_grand-plazad-grandplaza-tokhizhilttoi-offis-khudaldana/,Гранд плазад оффис,"УБ — Баянгол, Баруун 4 зам",Нийтэлсэн: Өчигдөр 22:46,9267795,1.35 Тэрбум ₮,"#Гранд_плазад , #GrandPlaza тохижилттой оффис худалдана.
- 242,1мk талбайтай
- 12/9давхарт
- Урагшаа, зүүн, баруун харсан цонхтой
- Тавилга, тохижилтыг дагалдуулж өгнө
- м2- 5,6сая₮/ Нийт үнэ 1.355.760.000",N/A,242 м²,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,47.916677 106.897889
1,25,https://www.unegui.mn/adv/9373994_13-r-khoroolold-182m2-offis-uilchilgeenii-talbai-zarna/,"13-р хороололд 182м2 оффис, үйлчилгээний талбай","УБ — Баянзүрх, 13-р хороолол",Нийтэлсэн: Өчигдөр 22:45,9373994,880 сая ₮,"🏢13 хороолол Шинэ монгол сургуулийн баруун талд 182мкв оффис, үйлчилгээний талбай #ХУДАЛДАНА
▪️1 давхарт, хойшоо урагшаа харууцтай. Агаар сэлгэлт маш сайн
▪️Оффис, Цэцэрлэг сургалтын төв, өдөр өнжүүлэх бүхий л чиглэлээр ашиглах боломжтой
▪️Шинэ Монгол, Оюунлаг, Шинэ үе, Төгс дэлгэрэх сургуулиудтай ойр
▪️Төвийн шугаманд холбогдсон
▪️380 V цахилгаантай
▪️Шалны халаалттай
▪️Тохижилттой. Суурилуулсан тавилгууд үлдэнэ
Худалдах үнэ: 880 сая₮
#оффис #үйлчилгээ",N/A,182 м²,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,47.913249 106.938278
1,26,https://www.unegui.mn/adv/9132959_metro-moll-n-metro-bizenes-toviin-khoino-46-8m2-offis/,"Метро молл-н, метро бизнес төвийн хойно 46.8м2 оффис","УБ — Сүхбаатар, Бага тойрог",Нийтэлсэн: Өчигдөр 22:08,9132959,4.9 сая ₮,"Хотын ААА байрлал, Metro mall худалдааны төвийн ард Metro Business Center- t оффис худалдна.
46.8 м2 _ үнэ м2 > 4.8 сая
< 5.2 сая / тавилгатай/",N/A,47 м²,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,47.922769 106.917593
1,27,https://www.unegui.mn/adv/9437925_sbd-dolgoon-nuurt-khoimor-offisd-offis-khudaldna/,"Сбд, дөлгөөн нуурын тойрог, хоймор оффисд 67,42м2 оффис","УБ — Сүхбаатар, Сүхбаатар, Хороо 9",Нийтэлсэн: Өчигдөр 22:05,9437925,3.9 сая ₮,"Сүхбаатарын тайлбайгаас ердөө 1км-ийн зайд байрших бүрэн үйлчилгээт Хоймор оффист, оффис худалдна.
🟩 Япон стандартын хөрөнгийн менежмент
🟩 Цэвэрлэгээ үйлчилгээ
🟩 24/7 харуул хамгаалалт
🟩 Ашиглалтын зардалд цэвэрлэгээ үйлчилгээ багтсан",N/A,67 м²,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,47.931917 106.912458
1,28,https://www.unegui.mn/adv/9282452_narny-guurnii-zuun-khoino-js-tower-t-100mkv-offis-khudaldana/,Бгд нарны гүүрний зүүн хойно js tower-т 100мкв оффис,"УБ — Баянгол, Тээврийн товчоо",Нийтэлсэн: Өчигдөр 16:42,9282452,"5.5 сая ₮
үнэ тохирно","Нарны гүүрний зүүн хойно JS tower-т 100мкв оффис худалдана
• 4 давхарт
• урагшаа, баруун, хойшоо харсан
• гэрчилгээ бэлэн
• дотроо ариун цэврийн өрөөтэй
• 3 жижиг өрөө 1 том заалтай
• цайны өрөөтэй
мкв үнэ: 5.5сая",N/A,100 м² м²,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,47.912084 106.894862
1,29,https://www.unegui.mn/adv/9452571_khudaldaa-uilchilgee-surgaltyn-tov-tsetserleg-offis-bolgozh-ashiglakh-bolomzhtoi/,"Худалдаа үйлчилгээ, сургалтын төв, цэцэрлэг, оффис","УБ — Баянзүрх, Чухаг хороолол",Нийтэлсэн: 2025-06-16 15:43,9452571,"1.42 Тэрбум ₮
үнэ тохирно","🌟 Худалдах үйлчилгээний талбай - ЧУХАГ 2 хотхонд
📍 Байршил: БЗД, 26-р хороо, Дүнжингарав худалдааны төвийн урд, ЧУХАГ-2 хотхон
🏢 Талбайн хэмжээ: 283.7 м.кв
📐 Давхар: 2 давхарт
📄 Эзэмшлийн гэрчилгээ бэлэн
💰 Үнэ: 1 м.кв = 5,000,000₮
Нийт үнэ: 1,418,500,000₮
💳 Төлбөрийн нөхцөл:
• Банк болон ББСБ-ийн зээлээр авах боломжтой
• Бартер сонсоно
• Бэлэн төлөлтөөр худалдана",N/A,283 м²,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,47.9043790983856 106.948672858817
1,30,https://www.unegui.mn/adv/9384075_tengis-mn-tauer-60-mkv-offis/,"Тэнгис, МН тауэр 60 мкв оффис","УБ — Чингэлтэй, Урт цагаан",Нийтэлсэн: 2025-06-16 13:50,9384075,"7.7 сая ₮
үнэ тохирно","MN Tower, 60м² Оффисын талбай худалдана.
16 давхарт
Цонхны харууц: Баруун
Нийт үнэ: 462,000,000₮
(М² үнэ: 7,700,000₮)
Онцлогууд:
• Хотын төвийн А зэрэглэлийн байршил
• Цэвэрхэн тохижилттой, ашиглалтад орсон
• Өндөр зэрэглэлийн оффисын орчин
• Саруулхан, байгалийн гэрэл сайтай",N/A,60 м² м²,Бэлэн төлөлтөөр зарах боломжтой,Ашиглалтад орсон,47.9194651787068 106.904787349781
1,31,https://www.unegui.mn/adv/9005605_seoul-plaza-d-offis-khudaldana/,Seoul plaza-д оффис,"УБ — Сүхбаатар, Хүүхдийн 100",Нийтэлсэн: 2025-06-16 13:32,9005605,650 сая ₮,"Хотын төвд ААА зэрэглэл хүүхдийн 100-д байрлах Seoul plaza-д 65м- оффис худалдана. Маш цэвэрхэн цэвэрлэгээ сайтай. - 24 цаг ажиллах боломжтой.
- 10/6 давхарт
- Урагшаа харсан цонхтой
- Гал тогооны хэсэгтэй
- Шилэн хаалттай 1 өрөөтэй
Төлбөрийн нөхцөл бэлэн болон банкаар худалдаж авах боломжтой.
Гэрчилгээ бэлэн.",N/A,65 м²,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,47.9131348714244 106.902142765518
1,32,https://www.unegui.mn/adv/9451901_baianburded-offis-khudaldana/,Баянбүрдэд оффис,"УБ — Сүхбаатар, Сүхбаатар, Хороо 9",Нийтэлсэн: 2025-06-16 13:31,9451901,210 сая ₮,"Баянбүрдэд 50.44мвк оффис худалдана.
Үнэ-210 сая
✅ 12/9
✅ Зүүн харсан цэлгэр цонхтой
✅ Хотын төвд
✅ Засвар хийх шаардлагагүй
✅ Эргэн тойронд автозогсоол сайтай",N/A,50 м² м²,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,47.931917 106.912458
1,33,https://www.unegui.mn/adv/9344603_sbd-1-khoroo-aaa-bairshild-320m2-offis/,"СБД, 1-р хороо ААА байршилд 320 м2 оффис","УБ — Сүхбаатар, Сүхбаатар, Хороо 1",Нийтэлсэн: 2025-06-16 08:16,9344603,3.2 Тэрбум ₮,"💎СБД 1 хороо ААА байршилд 320м2 оффис худалдана.
Үнэ:3.2тэрбум₮.
✅Засвар сайтай, олон өрөөтэй
✅Таазны өндөр 5м, Харагдац сайхан
-Блю скай, Меру товер, ICC, Шангрила, Чойжин музей, Хуримын ордонгийн хажууд",N/A,320 м²,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,47.912432 106.921754
1,34,https://www.unegui.mn/adv/9216881_misheel-siti-m1-t-offis-zarna/,Мишээл сити м1-т оффис,"УБ — Хан-Уул, Хан-Уул, Хороо 2",Нийтэлсэн: 2025-06-15 22:12,9216881,"7.5 сая ₮
8 сая ₮","Ашиглалтанд орсон засвар хийсэн 106.53м2 оффис болон бусад зориулалтаар ашиглаж болохоор талбай худалдана. Бартер сонсоно. харууц маш гоё, 17 давхарт",N/A,106 м²,Бэлэн төлөлтөөр зарах боломжтой,Ашиглалтад орсон,47.893878 106.887541
1,35,https://www.unegui.mn/adv/9286270_khotyn-tovd-suis-n-derged-offis-khudaldana/,"Хотын төвд суис-н дэргэд оффис 90,88мкв","УБ — Чингэлтэй, 5-р сургуулийн ойролцоо",Нийтэлсэн: 2025-06-15 13:45,9286270,472.58 сая ₮,"📸Хотын төвд ОФФИС ХУДАЛДАНА.
⚜️СУИС баруун талд САН АПАРТМЕНТ-д 90,88мкв оффис, үйлчилгээний талбайг яаралтай ХЯМД худалдана.
▪️5/3 давхарт, зүүн цонхтой,
▪️Дотроо устай,
〽️Мкв 5,2сая₮ (Гэрчилгээ бэлэн)",N/A,91 м²,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,47.9249879447153 106.911617628072
1,36,https://www.unegui.mn/adv/9400365_sant-surguuliin-baruun-tald-udakhgui-ashiglaltad-orokh-offisiin-talbai-khudaldana/,Сант сургуулийн баруун талд оффисийн талбай 170м2,"УБ — Сүхбаатар, 5-р хороолол",Нийтэлсэн: 2025-06-15 10:03,9400365,"9 сая ₮
үнэ тохирно","Сант сургуулийн баруун талд удахгүй ашиглалтад орох оффисийн талбай худалдана
🔥 MEGA CENTRO - Танд тансаг орчин, таатай байршлыг санал болгож байна.🔥
Яагаад авах ёстой вэ?
🏙 ААА зэрэглэлийн бүс, СБД 2-р хороо Аса циркийн урд, “Сант” сургууль, ЕБ-ийн 31-р сургуулийн баруун тал, Нарны зам дагуу байрлалтай
🏗 Газар хөдлөлтийн 8 баллд тэсвэртэй инженерийн шийдэл
🌿 Айл бүрийн агаарын чанарыг сайжруулах цэвэршүүлэх систем
🔇 REYNAERS брэндийн гадна орчны дуу чимээ, тоос шороог бүрэн тусгаарлах шилэн фасад
Яарах ёстой шалтгаан:
✨ Цөөхөн үлдсэн
5-р давхрын 170 м² талбайтай, 3 тал руугаа буюу урагшаа, зүүн, баруун харсан цонх бүхий агаар сэлгэлт, үзэгдэх харагдац сайтай, үйлчилгээ болон оффисын зориулалттай талбай
Хэзээ ашиглалтад орох вэ:
📅 Ашиглалтанд орох хугацаа: 2025.08.01",N/A,170 м²,Бартераар зарах боломжтой,Ашиглалтад ороогүй,47.911254 106.901097
